Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
"Thiệt tình rất là ghiền bún đậu ở đây, rất là ngon và đậm chất Bắc. Mặc dù vào buổi tối quán đông cực kì nhưng bún đem ra vẫn rất là nhanh không bắt bạn phải đợi lâu. Quán hơi nhỏ kèm thêm việc đông khách nên ngồi hơi khó khăn xíu kèm theo việc tính tiền hơi lâu nhưng đây là nói rất là đáng để ghé qua. Một mẹt bún đủ cho 2 người ăn giá 57k nhé :3 .",3,0,0,0,3,1,0,0,1,0,0,1
"Thịt bò mềm, ăn vừa miệng, khoai cũng khá là ngon và giòn.Không gian ở đây rộng rãi và thoáng mát, nhân viên phục vụ và hướng dẫn nhiệt tình.Một phàn combo giá khoảng 84k, 2 bạn đi ăn chung chi khoảng 170k.Credit: @Alex C.",1,0,0,0,0,1,0,0,0,0,3,1
"Thịt bò mềm, tẩm ướp vừa miệng, bánh mì thì quá giòn nên ăn thấy hơi khó khăn :)))) Có điều đến giờ vẫn chưa phân biệt được bò bít tết vs bò né khác gì nhau :"">",0,0,0,0,0,3,0,0,0,0,0,0
"Thịt bò ngon và thơm, mềm, dai dai nhẹ, món ăn bày trí cũng khá là đẹp. Buổi tối ở đây thường có biểu diễn các nhạc cụ dân tộc, không gian quán cũng khá rộng rãi. Trung bình 2 bạn ăn khoảng 200k hơn.",1,0,0,0,0,1,1,0,0,0,3,0
"Thịt bò trong burger là thịt bofUsc 100%, thịt thơm và mềm, vị thấm đều trên từng thớ thịt luôn. Bánh vừa và chất lượng, trái tim gắn trên đầu dễ thương, tính ra bánh burger với thịt bò ""xịn"" mà giá như vầy thì quá hợp lý. Ai muốn ăn thêm cheese thì ghé gian G15 để thử nha.",0,0,0,0,1,1,1,0,0,0,0,0
"Thịt bò ướp ăn ngon lắm nhưng miếng bò hơi mỏng, ăn không sướng miệng cho lắm :)))))Không gian của quán nhỏ và hơi nóng một tí nên cũng hơi khó chịu, nhân viên nhanh nhẹn nhưng quán hơn đông nên cũng đợi hơi lâu.Một phân tầm 30k, thêm đồ ăn thì thêm tí tiền, hai bạn đi ăn chi tầm 100k là no.Credit: @Andy L",2,0,0,0,3,1,3,0,0,0,0,1
"Thịt cá hồi tươi, ăn ngọt thịt và khá béo, ăn không bị tanh, rất ngon. Không gian ở đây bày trí khá đơn giản, rộng rãi, nhân viên phục vụ hơi chậm. Trung bình 2 bạn đi ăn chi khoảng 500k hơn.",1,0,0,0,0,1,0,0,0,0,3,2
"Thịt các loại: thịt heo, bắp bò,.... Có menu các loại thịt cho các b chọn. Nếu nhớ k nhầm thì đc ăn kèm vs 18 loại rau rừng. Ăn ngon hết sẩy. M là ng k thích ăn rau nhưg khi cuộn chung thịt, bánh trán phơi sương cộg vs các loại rau sau chấm thêm miếng mắm nên n chỉ muốn chảy nước mắt. Ngon mê li luôn. Nhà hàng có nh chi nhánh nên b thích ăn bên chi nhánh nào cũg đc( nên chọn nơi có view đẹp một chút nha) NÊN THỬ 👍👍👍",0,0,0,0,0,1,1,0,1,0,0,0
"Thịt dê ăn ngon, nêm vừa miệng, ăn kèm với nước chấm thì quá tuyệt luôn. Ở đây cũng có lẩu và các món xào khác. Không gian rộng rãi thoáng mát, có thể nhờ nhân viên nướng thịt giúp, phục vụ cũng khá nhiệt tình. Trung bình 2 bạn khoảng 300k nha",1,0,0,0,0,1,1,0,0,0,3,1
"thịt gà luộc, chặt miếng, trộn gỏi với hành tây ngâm chua rồi bày tất cả lên mâm thay vì chia nhỏ trong các đĩa, đầy ăm ắp, ngon toẹt vời, bao no cho cả nhóm vì có phần xôi bên dưới. :D",0,0,0,0,0,1,1,0,0,0,0,0
"Thịt gà nấu chín mềm nhưng không bở, nước cà ri sóng sánh thơm nức ăn kèm với bánh mì giòn rụm :3Sáng tình cờ lang thang ra đây ăn sáng, mà đứng từ xa đã nghe mùi thơm bơ khó cưỡng rồi :DGía cả hợp lý, thức ăn ngon, phục vụ nhanh, nhất định sẽ quay lại",0,0,0,0,0,1,1,0,1,0,1,1
"Thịt gà nướng thấm rất ngon.thích nước sốt đi kèm :)gói cơm m chưa gỡ ra nên khó nhìn thấy,ăn giống xôi  ^^",0,0,0,0,0,1,0,0,0,0,0,0
"Thịt gà quay ngon, da giòn, gia vị ướp vừa ăn, xá xíu ăn cũng được, nói chung là ngon. Menu quán khá dày, ngồi chọn món cũng hơi lâu xíu. Không gian quán thoáng, bày trí bình thường. Nếu muốn hưởng máy lạnh có thể lên lầu một, không có tính phụ thu :3. Nhân viên nhanh nhẹn nhưng lúc mình tới không niềm nở cho lắm. Hai người thì khoảng 150-200k là vừa.",3,0,0,0,0,1,1,0,0,0,3,3
"Thịt heo từ Quảng Ngãi, thơm, ngon, rau sống có dưa leo, chuối chát, chấm với chén mắm nêm được xem là ngon, chất lượng nhất tại Sài Gòn, vừa thưởng thức thịt heo cuốn, uống chai thạch bích thì còn gì bằng.",0,0,1,0,0,1,1,0,0,0,0,0
"Thịt kho đậm đà, cá chiên giòn, món xào vừa ngon, canh chua xuất sắc",0,0,0,0,0,1,0,0,0,0,0,0
Thịt luộc rau rừng cuốn bánh tráng phơi sương Trảng Bàng quá ngon mà có 45k,0,0,0,0,1,1,0,0,0,0,0,0
Thịt mềm :3 đậm đà <3 ngon :*,0,0,0,0,0,1,0,0,0,0,0,0
"thịt mềm, lớp vỏ phía ngoài khá giòn, không quá mặn.@ennotidi",0,0,0,0,0,1,1,0,0,0,0,0
"Thịt mềm, pate thơm mà không bị khô. Rau ăn kèm cũng rất hợp.",0,0,0,0,0,1,1,0,0,0,0,0
"Thịt mềm, vị đậm đà...",0,0,0,0,0,1,0,0,0,0,0,0
"Thịt nêm nếm ngon nhưng có vẻ hơi dai, pate, xíu mại ăn cũng bình thường thôi. Quán rộng với thoáng, nhân viên có vẻ như không thân thiện với không được nhiệt tình cho lắm. Giá cũng không quá đắt, 2 người khoảng từ 110.000-150.000 .",1,0,0,0,0,3,0,0,0,0,3,2
"Thịt nguội rất ngon do được lấy từ ngoài Bắc vào, pate mịn, thơm và cảm nhận được độ béo của gan rất rõ. Quán hơi nhỏ một xíu nhưng không tù túng, phục vụ nhiệt tình, ở đây giữ xe miễn phí nhé. Giá cũng không quá chua, 100k cho 2 người thôi :3 :3 .",3,0,0,0,0,1,1,0,0,1,3,1
thịt nhiều lắm các c ạ -_- ăn 1 mình còn lâu mới hết,0,0,0,0,0,0,1,0,0,0,0,0
"Thịt nướng đầy ắp luôn à ! Thịt làm vừa ăn để còn chấm nước mắm nữa, bưng ra nóng hổi thơm phức hà :#3",0,0,0,0,0,1,1,0,0,0,0,0
Thịt nướng ngon dã man luôn nhoA,0,0,0,0,0,1,0,0,0,0,0,0
"Thịt nướng ngon xuất sắc luônnn. Thịt săn ướp rất vừa, thơm phảng phất mà đặc biệt nhất là khi ăn với tương chấm đặc biệt của quán là bá cháy bọ chét luôn. Vị kiểu chả phải ướp ngũ vị hương tầm thường đâu nhen. Giá lại quá phải chăng nữa, nhâm nhi ăn chơi nói chuyênn rất ô kê nhe",0,0,0,0,0,1,1,0,1,0,1,0
"Thịt nướng nhiều, vị thì khỏi bàn... ngon tuyệt. Nước chấm thì... perfect 😍30k/suất như này cũng không quá mắc!Tóm lại là tuyệt vời ông mặt trời ^^",0,0,0,0,3,1,1,0,1,0,0,0
"Thịt nướng siêu ngon, chả giò và nem cung ngon không kém. Ăn rất no! rất ngon 💋💋💋Lần sau ghé minh sẽ thử món bánh khọt 😚😚😚",0,0,0,0,0,1,0,0,1,0,0,0
Thịt nướng thơm ngon và độc đáo,0,0,0,0,0,1,1,0,0,0,0,0
"Thịt nướng xong òi! Măm thôi!!! :D Nguyệt Hỷ ăn nướng kiểu bình dân, gia vị ướp bình thường, vì cả đám bạn đã ăn ở đây từ hồi đi h5oc nên giờ cứ họp mặt là ra đây thôi. Càng ngày quán càng đông, cuối tuần cao điểm có khi còn chẳng có bàn. Nếu đến ăn tốt nhất đi sớm tầm 6 giờ, ngồi ngoài sân, trong nhà cứ ngộp ngộp sao á",3,0,0,0,0,3,0,0,1,0,0,0
"Thịt ở đây rất chất lượng, miếng to và được ướp đậm đà vừa miệng. Cộng thêm quán có nước sốt me chua cay chấm cùng ăn vô cùng ngon và lạ miệng 😍 mức giá cũng phải chăng hơn nhiều quán nướng khác. Đi càng đông tính ra càng rẻ. Lần nào mình đến đây liên hoan cũng chỉ trên dưới 100k mà no căng 👍🏻",0,0,0,0,0,1,1,0,0,0,1,0
Thịt quay thì thấy cx bth như mọi hàng khác ngon ở cái nước sốt của nhà này ú chả hiểu sao ngon thế lúc nào cx phải xin 2 gói về ăn dần như kiểu đi mua nước sốt chứ kp mua thịt :)),0,0,0,0,0,1,0,0,0,0,0,0
"Thịt thà đậu dồi đều ngon, nước mắm tôm hơi mặn @@ ☺️ Có thể nói là tạm đk",0,0,0,0,0,3,0,0,0,0,0,0
"Thịt thơm, mềm ngon - giá hạt dzẻ phu hợp cho sinh viên ngồi ăn và tám , không gian thoáng mát , sạch sẻ😚",1,0,0,0,0,1,0,0,1,0,1,0
"thịt vịt luộc, đơn giản mà ngon cực. :D",0,0,0,0,0,1,0,0,0,0,0,0
"Thịt vịt mềm, thơm, chấm với mắm gừng ăn ngon lắm, cháo còn đi kèm với gỏi nữa ăn xong một phần cũng no căng luôn.Quán có khu bên trong khá mát, sạch sẽ, phục vụ thì thân thiện nhưng hơi chậm, chắc do lúc đó khách đông.Một phần gồm cháo lẫn vịt giá 180k đủ cho 2 bạn ăn đó.Credit: @Pé Xíu",1,0,0,0,3,1,1,0,0,0,0,3
Thịt vịt ở đây được ướp rất thấm và hương vị đậm đà. Thịt được nướng vàng ươm ăn kèm với bánh và rau cùng nước sốt nên không hề ngấy tí nào. Ăn một lần là ghiền luôn đó nha!,0,0,0,0,0,1,1,0,0,0,0,0
"thố ếch to hơn thố ếch ở những quán khác. Đặc biệt ở đây chỉ bán cháo trắng, không có các loại cháo lá dứa, cháo hành như những quán khác, hỏi ra thì mới nói đúng kiểu cháo ếch Sing là phải cháo trắng chứ không có lai. Vị ướp thấy hơi ngọt, nhưng vẫn ngon miệng, Ếch chắc, thịt dai ngon, vị nêm cũng ok lắm, nghe nói gia vị đều nhập từ sing luôn đó. phục vụ rất là lịch sự, ở đây mối khi làm xong món thì bếp sẽ nhấn chuông để phục vụ xuống lấy.",0,0,0,0,0,1,1,0,0,0,0,1
"Thố này là vị sate, hơi cay the th một tẹo thôi, hình như mỗi thố đc 1 con ếch lun í. Ếch gì mà bự chà bá lửa luôn, đùi cũng bự luôn nên thịt nhiều mà tươi dai đã lắm nha. Giá là 60k/ phần. Cháo có 4 loại, gọi thêm là 5k/tô. 2 người ăn 1 thố 2 tô cháo cũng đủ no đó, ai ăn khoẻ thì một mình một phần luôn :))))",0,0,0,0,3,1,1,0,0,0,0,0
"Thoạt nhìn menu thì giá ở đây không rẻ mấy, cũng ngang tầm tầm những cửa hiệu giờ. Ly trên size S nhưng không ngờ là nó bé như ly Koi Thé luôn :)) mình không nghĩ nó bé thế nên có hơi thất vọngLớp kem đối với mình rất ngon, béo vừa không ngáy, thơm, uống cùng trà thì hợp. Mình gọi trân châu trắng, dẻo không phải giòn kiểu Gongcha nên thích nốt, có điều trân châu 8k uống trong li bé tí này thì quá nhiều đi, thành ra có hơi ngánView xinh, rộng rãi, trông cũng sang sang, có điều cửa hàng nằm hơi thụt vô nên kiếm coi chừng đi trớt. À chỗ này có bán gà nhưng mình thấy phần nó nhỏ sao á",1,0,0,0,0,1,3,3,1,0,3,0
"Thời tiết dạo này se lạnh mà còn gặp những cơn mưa bất chợt làm lạnh thêm nữa, nên ăn những món nóng nổi là tuyệt cú mèo lun đó. Chua chua ngọt ngọt, cay mà cứ sụt sịt ngồi húp nước woài ta nói nó đã j đâu ak 😋😏😝",0,0,0,0,0,1,0,0,0,0,0,0
"Thôi xong 😂 Sau khi phát hiện được một chỗ chuyên món Hàn mà giá rẻ như hạt dẻ như vầy thì mình quyết cmn định là sẽ ghé đây thường xuyên. Qua đây nhớ ăn theo set, rẻ mà ngon lắm ớ. Nằm ngay trung tâm nữa, thích quá",0,0,0,0,0,1,0,1,1,0,1,0
Thơm :))),0,0,0,0,0,1,0,0,0,0,0,0
"THƠM CAY, RẤT NGON ĐỂ CHẤM TRÁI CÂY, RAU CỦ QUẢƯỚP CÁ, THỊT NƯỚNG CŨNG NGON BÁ CHÁY",0,0,0,0,0,1,0,0,0,0,0,0
"thơm ngon đến miếng cuối cùng. ngan chắc , đậm thịt , nước dùng ngọt đậm vị thịt. nhìn cái tủ chật cứng mười mấy con ngan to đùng với nồi nước dùng đầy xương đã thấy ngọt rồi ý. ăn bún , miến hay cổ cánh , ngan chặt đều có măng tiết , giá trần đi kèm. chung quy là ngon không cưỡng nổi ,tiếc  là quán chỉ bán từ 5h chiều đến tối nên buổi trưa k được thưởng thức ,nghĩ lại thèm , chẹp chẹp",0,0,0,0,0,1,1,0,0,2,0,0
Thứ 4 mua 1 tặng 1 áp dụng cho 2 miếng gà có xương hoặc 3 miếng gà có xương. Minh chọn 2 gà cay và 2 gà phô mai. Gà phô mai có sốt phô mai khá ngon. Cà cay thì cay quá @@. Mua gà phô mai thì +6k miếng. Order chờ khoảng 3 phút là có gà mang về rồi 👍,0,0,0,0,0,1,0,0,0,0,1,1
"Thức ăn dở. Bò lúc mang ra là đã nguội, thịt dai nhai như nhai giẻ rách. Dĩa rau được lèo tèo vài cọng. Khoai tây chiên thì nhão nhẹt ăn thấy ghê. Phục vụ thì rất bê bối. Phải kêu réo nhắc nhở mấy lần mới chịu lò mò mang đồ ăn ra. Hai cái ly uống nước cho được vài cục đá mà còn tính thêm tiền nữa chứ. Tính tiền đá hay tiền cho ""mượn"" ly vậy :|. Lạ là tại sao quán dở tệ (thức ăn dở phục vụ tệ) mà sao vẫn đông khách nhỉ :v",0,2,0,2,0,2,2,0,3,0,0,2
"Thức ăn ngon, giá cả ok, ko gian thoáng mát và phục vụ dễ thương. Mặc dù khách đông nhưng thức ăn phục vụ nhanh. Mê món chả giò NS lắm! Mình thích lắm. Sẽ là tiếp tục quay lại.",1,0,0,0,0,1,0,0,1,0,1,1
"Thực đơn chỉ gồm 4món (mề gà ,vú heo, bạch tuộc và ba rọi) nhưng khách muốn ăn nướng khác có quyền yêu cầu order trước 1ngày ,bắp và đậu bắp là món để ăn kèm. Ưu điểm: được nướng theo gram, các món nướng được chấm kèo chao và muối tiêu xanh, phục vụ tận tình và chu đáo, giá 100gr dao động từ (18 đến 25). Trung bình 200k/ 2 người là no căng",0,0,0,0,0,0,1,0,0,0,3,1
"Thực đơn đa dạng, món ăn nào cũng ngon. Mỗi ngừoi có một niêu cơm riêng,nấu niêu đất nên hạt cơm ăn dẻo,thơm hơn hẳn so với nấu nồi điện. Quán ăn nho nhỏ, tạo cảm giác ấm cúng. Thích hợp cho ăn uống gia đình. Giá cả cũng bình dân, đồ ăn chất lượng. Món ăn tầm 30k trở lên",1,0,0,0,0,1,1,0,1,0,1,0
Thực đơn đa dạngMình tự chọn món r đem ra thanh toán Quán không gian rộng.đông khách cực kìNhưng phục vụ kh tốt lắmĐồ ăn cũng ngonNhưng mà vệ sinh kh ok lắm 🙄,3,0,0,0,0,1,1,0,1,0,0,3
Thực đơn:1 con ếch - 35k (1 người ăn)2 con ếch - 70k (1/2 người ăn)3 con ếch - 105k (2 người ăn)Chọn gia vị cay hoặc là không cayGiá bao gồm một chén cháo và trà đá.,0,0,0,0,0,0,0,0,0,0,3,0
"Thuyền cá sống 7 loại: cá hồi, cá ngừ, cá trích ép trứng, bạch tuộc, cá trắng, trứng tôm, trứng cá hồi. Lát cá cắt rất dày, thịt cá tươi ngon còn nguyên độ đàn hồi. Lâu lâu tự thưởng 1 thuyền này, thấy đáng tiền ghê :x",0,0,0,0,1,1,1,0,0,0,0,0
"Tiệm bánh nhỏ xíu nằm khép nép bên vỉa hè nên hơi khó thấy 1 chút. Đến đây đc 2 lần r mà lần nào cũg kiu báh vị này, giòn nhẹ, béo vị phô mai, ăn rất thjk ^^ Bonus thêm là c làm bánh cực kì dth* và hiếu khách :#3",0,0,0,0,0,1,0,3,0,0,0,1
"Tiệm hơi bé, mình đến ăn tầm chiều còn vắng xíu, nhưng rất sạch sẽ và thoáng lắm nhe :)",3,0,0,0,0,0,0,0,0,0,0,0
"Tiếp tục món ở Sợi 34 Nam Quốc Cang nha. Lần này ăn miến xào, giá hình như là 79k or 89k. Miến dai dai, tôm thì 4-5 con to, có cả thanh cua, trứng. Ăn rất vừa miệng luôn. Dĩa này mà 50k thì ngày nào mình cũng ăn haha. #food #foodholic #foodpicture #yummy #delicious #deliciousfood #restaurant #dinner #instafood #instaholic #colorful #saigon #saigonfood #hochiminhcity #vietnam #vietnamfood",0,0,0,0,3,1,1,0,0,0,0,0
"TIÊU LỐT NGÂM CHUA NGỌT CAY THƠM, THÍCH HỢP ĂN VỚI THỊT CÁ, HOẶC TRỘN SALAD, KHO CÁ, THỊTXÀO BÒ...",0,0,0,0,0,1,0,0,0,0,0,0
"Tìm địa chỉ mún phè râu ... 143A Thống Nhất, từ Ng Văn Lượng rẽ phải hướng Lê Đức Thọ, khoảng 300m, qua đèn xanh đèn đỏ... bên tay trái@tuongan",0,0,0,0,0,0,0,2,0,0,0,0
Tính ra 99k ăn no bụng vầy rẻ quóoooo. Mà lấy rùi phải ăn hết. Hông là đem ra tính tiền đồ thừa đó =))) Tự nướng thấy cũng vui =))) Nhân viên kêu cái là nhiệt tình luônnnn,0,0,0,0,0,0,1,0,0,0,1,1
"Tính ra thì mình ăn ở đây cũng được 4 năm nay rồi, từ cái thời sinh viên ăn một dĩa chỉ 18k ngập mặt. Hồi đó thì quán lụp xụp ngay gần Visan, giờ thì khang trang hơn xưa rồi. Dĩa này là dĩa thập cẩm không lấy tôm khô, bao gồm chả cá, trứng, ốp la, lạp xưởng, chả lụa và ... cơm chiên (hiển nhiên), ăn bao đã và giá là 32k. Nếu kinh tế một xíu thì kêu thêm dĩa cơm thêm rồi share ra cho 2 đứa ăn đồ ăn thì bao rẻ. Canh súp 5k có thịt băm và củ các loại, hơi mặn nhưng ăn xong uống trà đá (2k) thì nó vừa miệng. Phục vụ khá nhanh và dzui dzẻ. Nhân viên giữ xe dắt tận nơi luôn. Quán bán đến 24h lận, thành ra ai bay đêm thì ghé ăn cũng được nà.",1,3,0,0,3,1,1,0,1,0,0,1
"Tinh túy của nồi nước dùng phở Phú Vương rõ ràng là gốc Bắc, nhưng có một sự uyển chuyển nhẹ khi nồi nước dùng sực nức mùi gừng, mùi hồi và quế ấy có thêm môt chút đường cho hợp vị với người Nam. Bò viên ở đây rất ngon, dai, giòn mà không có cảm giác ""bột"". Sợi phở dai, ngon to hơn cộng hủ tiếu một tẹo. Gía cả hợp lý. Xứng đáng hương vị phở gia truyền.",0,0,0,0,0,1,1,0,1,0,1,0
"Tiramisu quá nhạt và không có nhiều bánh, căn bản toàn kem. Ice cream sandwich ăn được hơn nhưng phần bánh hơi khô và cứng. So với 65k miếng tiramisu thì đây là cái giá quá đắt đối với chất lượng. Chưa kể cốc trà nhài những 50k. Chỗ này được đánh giá quá cao. 😣",0,2,0,0,2,3,0,0,3,0,0,0
"Tô bánh canh to đùng ăn bao no. Nước lèo dậm đà, cua tôm nhiều, phục vụ nhanh lẹ, quán sạnh sẽ có không gian trong nhà lẫn vỉa hè. Kế bên có quán bánh flan khá hot, người ăn bu đông nghẹt, lần sau sẽ ghé ăn tiếp.",1,0,0,0,0,1,1,0,1,0,0,1
"Tô bánh canh tôm cua 38k,nước dùng vẫn như lần trước , quá sức mặn hà . Nước chấm cũng mặn luôn nữa. Mỗi thứ mặn một kiểu. Nói chung ăn xong khát nước dã man luôn. Nếu gọi tô đầy đủ có luôn xương và chả các thứ là 48k í. Hôm nay trong nhà còn bàn trống nên vào đây ngồi: thích hơn, sạch sẽ hơn, sáng sủa hơn. Quán có nhà vệ sinh ở phía dưới sau trong nhà nữa í.",1,0,0,0,3,3,0,0,0,0,0,0
Tô bình thường. Hôm nay 2 ng ăn gồm 2 bánh canh ghẹ thường+1 bánh cháo quẩy+2 nước trà đá+2 khăn..tổng hết 124k 😂😃😂😂 ăn no+chất lượng nên so về độ đảm bảo và độ chất lượng thì giá đã khá ổn. Thấy quán đông kinh hồn 😱😱😱,0,0,0,0,0,1,0,0,1,0,1,0
"Tô bún bò vừa vặn với bún và thịt vừa đủ ăn. Thịt nạm cũng mềm, có chả. Tuy không ngon bằng bún bò Sông Hương hôm trước Bun đã review nhưng ở đây được cái có cái menu có tới mấy chục món từ bún bò, bánh canh, các món bánh bèo, bánh nậm bánh cuốn, bún hến, miến cua xào hoặc nước, bánh canh cua, bánh canh bột gạo,....Bun coa ăn thử bún bò và bánh canh bột gạo cá lóc. - Bún bò cũng khá là ngon vauwf ăn. Có thể ăn kèm rau tươi sạch sẽ nhìn ngon mắt lắm- Bánh canh bột gạo cá lóc. Sợi bột gạo nhỏ nhỏ giống bánh canh chả cá, nước sánh sánh ngọt thanhNhìn tô bún hến của chị kế bên mà ngập mặt, bạn bun ăn bún mọc huế cũng có khen ngonTất cả các món đều đầy vun mà giá tầm 35-40k",0,0,0,0,1,1,1,0,0,0,0,0
"Tô bún có 1 con tôm bạc to, có heo quay, cá lóc, mực... có nhiều loại rau và dĩa nhiều rau",0,0,0,0,0,0,1,0,0,0,0,0
"Tô bún mắm ở đây khá chất lượng nhé. Mực, tôm, chả cá, cá hấp, chả cá hấp bọc ớt, số lượng đều nhiều hơn ở các quán bún mắm khác. Tuy nhiên bún thì hơi ít, mình gọi hẳn tô đặc biệt, nhưng mà vẫn cảm thấy ít bún. Nước dùng rất là đậm đà luôn nhé, cảm nhận được rõ rệt mùi vị bún mắm. Do quán đắt khách, thức ăn bán hết hàng ngày, nên đồ rất là tươi, chấm với nước mắm me nữa là đúng điệu luôn. Có 1 điểm mình không thích lắm, đó là quán có bán thêm thạch rau câu ăn tráng miệng, nhưng toàn đem ra chung với khăn lạnh, nhưng không nói rõ là ăn sẽ tính tiền...nhiều người sẽ lầm tưởng là ...miễn phí.",0,0,0,0,0,1,3,0,0,2,3,0
"Tô bún to bự chảng, toàn thịt bắp bò, phần thịt mình thích nhất, sợi bún to nhai rất sướng, nước dùng ngọt thanh. 45k/ tô, tính ra rẻ ghê luôn :>",0,0,0,0,1,1,1,0,0,0,0,0
"Tô cháo mực ăn khá ngon có cả huyết heo kèm theo mấy sợi gừng nữa nên thơm lắm. Quán còn nhiều món khác cũng hấp dẫn nhưng vẫn thích nhất món cháo mực, khách đông nhưng phục vụ vẫn ok lắm. Giá rẻ 12k/tô.",0,0,0,0,1,1,1,0,0,0,0,1
"tô chất lượng cho bữa sáng no nê, mình chỉ ăn bún mì khô thoai, sợi bún gạo dai và ngon miếng thịt, gan và thịt bằm, trộn với tóp mỡ giòn rất ngon, mì vàng thì sợi to và ăn hơi bị bột. Ăn bún mì với bánh tôm chiên siêu giòn 3k , ngon cực kì luôn, lần nào minh cũng mua thêm 2 3 cái chấm nước lèo ăn cho đã ghiền.",0,0,0,0,3,1,1,0,0,0,0,0
"Tô đặc biệt gồm sườn,  gà,  tôm,  chả tôm,  chả cua. Nước dùng đậm đà, lần nào mình ăn cũng húp hết nước 😍😍😍",0,0,0,0,0,1,0,0,0,0,0,0
"Tộ ếch kho thì ngon, nhưng cháo hơi nguội. Hôm đó trời mưa, đội mưa đi ăn mà gặp cháo nguội nên hơi bị tụt mood! :(",0,0,0,0,0,3,0,0,0,0,0,0
"To khủng khiếp ôi mẹ ôiii 😆😝😮😮Ốc giòn, nước chấm ngon, ăn mệt nghỉ luôn.",0,0,0,0,0,1,1,0,0,0,0,0
"Tô mì nhìn hoành tráng quá trời quá đất luôn nhé, ngon mắt nhưng cũng không kém phần ngon miệng, nước dùng vừa ý lắm.Quán thoáng, nhìn sạch sẽ, nhân viên thì nhiệt tình và chu đáo với khách, nói chung là rất hài lòng về tiệm.Một tô giá  35k, trung bình 2 bạn đi ăn thiệt hại tầm 90k là đủ rồi.Credit: @Hai Phan",1,0,0,0,3,1,1,0,1,0,0,1
"Tô mì thập cẩm có khá nhiều thứ như sườn heo, gà, tôm, chả cá,..Nước mì hơi cay và đậm đà kiểu miền Trung. Mỗi tô mì có kèm theo rau và bánh đa nướng. Khi ăn thì nên trộn đều lên với rau và bẻ nhỏ bánh đa cho vào ăn chung. Ăn xong 1 tô là mình no luôn. Quán có khá nhiều loại mì như mì thập cẩm (nên thử, 45k/tô), mì đặc biệt (khá giống thập cẩm, 54k/tô), mì sườn heo, mì gà, mì hải sản,... Trên thực đơn còn có các món cua nhưng mình chưa thử.",0,0,0,0,3,1,1,0,0,0,0,0
"Tô này cay cấp 3 á nha. Cay kinh dị luôn nha nha. Húp ké thôi mà chịu ko nổi nha nên Pu chỉ ăn cấp 1 thôi nha. Cọng mì dai, nước mì chua chua cay cay vừa ăn vừa hít hà nè.",0,0,0,0,0,1,0,0,0,0,0,0
"Tô này của mình 19k nè tin ko :))). Cứ tưởng rẻ sẽ lèo bèo lắm, ai dè bưng ra ko nghĩ 19k :))). Về review luôn cho nóng, cái mình múc lên là cái ngon nhất đó, chả cua :))), ngon quá nên kết quả mình gọi thêm ăn ko nữa, 10k 4 cục, ko mắc :3. Nước lèo khá là thơm, dễ ăn, có nước mắm ớt của quán thêm vào nữa là 👍👍. Tô của mình còn có 2 miếng thịt heo, 1 miếng chả đòn, 1 miếng huyết, 1 trứng cút và 1 chả cua. Quá xịn 👍👍👍. Hèn chi quán đông quá trời, hết lẹ nữa. *sẽ cố gắng siêng rv thêm nhìu quán ngon rẻ cho bà con*.",0,0,0,0,1,1,1,0,1,0,0,0
"Tô này là lưỡi dê nha, nếu không yêu cầu thì quán sẽ "" mix "" các loại với nhau, còn này có nhu cầu gọi lưỡi riêng thì chủ quán sẽ làm 1 tô lưỡi luôn",0,0,0,0,0,0,1,0,0,0,0,0
"Tô phở ở đây có ưu điểm là cho rất nhiều thịt, nước phở cũng có mùi thơm đặc trưng của thịt bò. Tuy nhiên sợi phở hơi to và dày, có cảm giác là sợi phở chưa được trần qua. Rau giá ở đây sạch sẽ. Có nước tắc uống ngon. Quán rộng và đồ ăn phục vụ nhanh.nguồn hình : 黃飛鳴",1,0,1,0,0,1,3,0,0,0,0,1
"Tô phở to dã man, nhìn như 1 thau phở vậy. Bánh phở nhiều, thịt thì bao la bát ngát ăn hoài không hết mà miếng nào miếng nấy to đùng. Nước dùng thơm mùi xương hầm, ăn xong không bị say bột ngọt. Quán thiên về kiểu phở Bắc nên không cho giá trụng vào, phải kêu riêng nha. Điểm duy nhất mình không ưng là bánh phở cọng hơi nhỏ, mình thích phở cọng to xíu. #lozi #lozisg #lozisaigon #oursaigon #phở #phở-bò",0,0,0,0,0,1,3,0,0,0,0,0
